strain1,strain2,segments,gen,phys
JU775,LKC34,10,0.273294638,0.305079943
JU830,LKC34,9,0.204029632,0.260130015
JU847,LKC34,7,0.3006767,0.361225525
LSJ1,LKC34,9,0.394160604,0.393758581
MY10,LKC34,9,0.344677336,0.435288761
MY18,LKC34,5,0.196575189,0.223509018
PX174,LKC34,8,0.337907123,0.324016124
PX179,LKC34,8,0.301011918,0.367651284
QX1211,LKC34,0,0,0
QX1233,LKC34,11,0.285692081,0.322858219
JU258,LKC34,8,0.186444771,0.224131105
AB1,LKC34,9,0.353588461,0.401443075
AB4,LKC34,8,0.342875472,0.35936866
CB4854,LKC34,11,0.36146889,0.417336685
CB4856,LKC34,0,0,0
CB4932,LKC34,8,0.3246942,0.411690175
CX11264,LKC34,8,0.199651878,0.160324996
CX11307,LKC34,7,0.166489867,0.174456829
CX11314,LKC34,12,0.349938369,0.289166889
DL200,LKC34,10,0.262559517,0.313469708
DL226,LKC34,11,0.310937546,0.375902572
DL238,LKC34,0,0,0
ED3011,LKC34,11,0.390005535,0.379140572
ED3040,LKC34,18,0.468280359,0.486994859
ED3046,LKC34,12,0.361252303,0.377603643
ED3049,LKC34,13,0.357986171,0.374145249
ED3077,LKC34,12,0.423383777,0.466316864
EG4724,LKC34,13,0.315296392,0.321262043
EG4725,LKC34,12,0.366077914,0.378595009
JU1088,LKC34,12,0.369226112,0.352448896
JU1172,LKC34,11,0.403162891,0.397753411
JU1200,LKC34,11,0.362388801,0.361999891
JU1246,LKC34,7,0.178081774,0.283020513
JU1395,LKC34,9,0.361604463,0.389996368
JU1400,LKC34,9,0.269227491,0.309324816
JU1440,LKC34,9,0.385487762,0.407836439
JU1530,LKC34,13,0.32866109,0.377135413
JU1580,LKC34,3,0.176108165,0.203445959
JU1586,LKC34,10,0.364574015,0.372050254
JU1652,LKC34,7,0.286610241,0.323180902
JU1896,LKC34,3,0.172009105,0.22216611
JU393,LKC34,9,0.410428581,0.444074607
JU406,LKC34,9,0.419390162,0.465724575
JU440,LKC34,7,0.286769937,0.283237022
JU642,LKC34,11,0.319588683,0.324176541
JU751,LKC34,6,0.207382264,0.222792212
JU774,LKC34,15,0.548591662,0.515146132
JU778,LKC34,9,0.505431331,0.546316557
JU782,LKC34,15,0.481332867,0.503115025
KR314,LKC34,10,0.304714713,0.36098357
CB4852,MY16,5,0.164946719,0.152557108
CX11292,MY16,4,0.237477766,0.219922941
CX11262,MY16,3,0.058317461,0.062908374
CX11315,MY16,5,0.216000106,0.193150456
CX11271,MY16,4,0.264676529,0.228824167
CX11276,MY16,5,0.187058363,0.175348962
CX11285,MY16,3,0.160548155,0.133018642
ED3005,MY16,5,0.258239826,0.240137279
ED3012,MY16,7,0.199697896,0.173851808
ED3017,MY16,8,0.204298127,0.180519851
ED3048,MY16,5,0.17819007,0.161388431
ED3052,MY16,4,0.176398028,0.149270974
ED3073,MY16,5,0.129213592,0.134560643
EG4347,MY16,4,0.245545421,0.214235468
EG4349,MY16,4,0.109942003,0.094656978
EG4946,MY16,5,0.205098017,0.190303994
JT11398,MY16,5,0.117052111,0.129878007
JU310,MY16,7,0.191496931,0.180702848
MY23,MY16,7,0.538788972,0.548466706
JU1212,MY16,3,0.137554987,0.104363408
JU1213,MY16,6,0.205646583,0.18162379
JU1242,MY16,4,0.14443266,0.139436182
JU1409,MY16,7,0.176628621,0.149336294
JU1491,MY16,4,0.150638145,0.141158145
JU1581,MY16,2,0.048471251,0.054079847
JU1568,MY16,8,0.266159101,0.251532437
JU311,MY16,8,0.329409813,0.327671704
JU323,MY16,4,0.162044958,0.167906602
JU346,MY16,2,0.046751724,0.038777257
JU360,MY16,3,0.094542778,0.09711461
JU367,MY16,9,0.237054133,0.223165684
JU363,MY16,4,0.104675701,0.110155476
JU394,MY16,7,0.191214373,0.179008607
JU792,MY16,5,0.123277466,0.136916796
JU397,MY16,7,0.158129216,0.168424085
JU561,MY16,6,0.166984246,0.168925499
JU775,MY16,3,0.048385302,0.082902858
JU830,MY16,3,0.063202337,0.060328003
JU847,MY16,6,0.196170237,0.183399778
LSJ1,MY16,6,0.221390196,0.207227835
MY10,MY16,4,0.14072333,0.123524417
MY18,MY16,8,0.251917333,0.232722861
PX174,MY16,3,0.159989569,0.115494153
PX179,MY16,4,0.213834611,0.202906597
QX1211,MY16,0,0,0
QX1233,MY16,4,0.189039832,0.191531471
JU258,MY16,2,0.024462181,0.017105989
AB1,MY16,4,0.108896423,0.119683604
AB4,MY16,5,0.234806138,0.217802601
CB4854,MY16,4,0.111933496,0.133205762
CB4856,MY16,0,0,0
CB4932,MY16,8,0.183129876,0.189926078
CX11264,MY16,4,0.17948349,0.165655504
CX11307,MY16,5,0.103170089,0.106663798
CX11314,MY16,5,0.244830967,0.220309984
DL200,MY16,4,0.08887962,0.11592926
DL226,MY16,3,0.109677578,0.125004505
DL238,MY16,0,0,0
ED3011,MY16,5,0.255550149,0.219114532
ED3040,MY16,4,0.088234076,0.080751761
ED3046,MY16,6,0.149690979,0.154831633
ED3049,MY16,6,0.149690979,0.154831633
ED3077,MY16,4,0.148995669,0.12182103
EG4724,MY16,6,0.130418584,0.10594854
EG4725,MY16,3,0.124555126,0.089625735
JU1088,MY16,4,0.135978556,0.098403024
JU1172,MY16,3,0.210837926,0.175944496
JU1200,MY16,6,0.190753588,0.156372637
JU1246,MY16,3,0.030348316,0.053109722
JU1395,MY16,5,0.164946719,0.152557108
JU1400,MY16,4,0.109322137,0.100388171
JU1440,MY16,6,0.233588086,0.187836695
JU1530,MY16,8,0.170337316,0.174224531
JU1580,MY16,3,0.095278425,0.092536489
JU1586,MY16,6,0.219500482,0.196207747
JU1652,MY16,4,0.147724292,0.151464263
JU1896,MY16,3,0.120275751,0.107925489
JU393,MY16,5,0.215309698,0.192336116
JU406,MY16,5,0.191746384,0.173499826
JU440,MY16,6,0.186222746,0.146255157
JU642,MY16,4,0.12755285,0.112468079
JU751,MY16,8,0.202683501,0.178975862
JU774,MY16,4,0.164744992,0.124067604
JU778,MY16,4,0.144687218,0.137942104
JU782,MY16,5,0.088151415,0.091724515
KR314,MY16,5,0.12794664,0.146159849
LKC34,MY16,4,0.157812922,0.119367482
CB4852,MY1,9,0.422006062,0.450234865
CX11292,MY1,9,0.534001062,0.541553842
CX11262,MY1,7,0.252943893,0.282417509
CX11315,MY1,8,0.252016561,0.343594774
CX11271,MY1,11,0.424367206,0.438625913
CX11276,MY1,8,0.393014583,0.412345127
CX11285,MY1,11,0.251267768,0.295334936
ED3005,MY1,7,0.32572425,0.394744184
ED3012,MY1,7,0.360302963,0.399444776
ED3017,MY1,10,0.33382614,0.376150948
ED3048,MY1,16,0.572900179,0.594415638
ED3052,MY1,10,0.448781089,0.462316032
ED3073,MY1,12,0.55199759,0.570062688
EG4347,MY1,11,0.423567303,0.460171565
EG4349,MY1,14,0.400646682,0.423487446
EG4946,MY1,10,0.482239886,0.49603044
JT11398,MY1,6,0.241454989,0.368357994
JU310,MY1,12,0.473817029,0.482721975
MY23,MY1,2,0.018203413,0.013588087
JU1212,MY1,4,0.17301961,0.189442948
JU1213,MY1,6,0.174724822,0.178117233
JU1242,MY1,8,0.263602077,0.312648028
JU1409,MY1,11,0.411334535,0.477072689
JU1491,MY1,7,0.25092874,0.300785548
JU1581,MY1,4,0.176453969,0.214761798
JU1568,MY1,5,0.270638245,0.342091249
JU311,MY1,3,0.172514344,0.202222356
JU323,MY1,11,0.496321379,0.489719911
JU346,MY1,9,0.287141151,0.296839769
JU360,MY1,11,0.402105175,0.44151966
JU367,MY1,8,0.32935473,0.386252849
JU363,MY1,12,0.376687628,0.434829318
JU394,MY1,4,0.228323936,0.241858492
JU792,MY1,4,0.140367872,0.181484344
JU397,MY1,4,0.140367872,0.181484344
JU561,MY1,7,0.342445689,0.340807429
JU775,MY1,5,0.110678579,0.127631203
JU830,MY1,12,0.467902171,0.545957475
JU847,MY1,7,0.24853444,0.239248731
LSJ1,MY1,6,0.378392852,0.411355889
MY10,MY1,6,0.255992312,0.273841651
MY18,MY1,9,0.330002249,0.380388841
PX174,MY1,7,0.383030504,0.459582323
PX179,MY1,10,0.311505392,0.403532727
QX1211,MY1,0,0,0
QX1233,MY1,6,0.248187463,0.332791854
JU258,MY1,7,0.207775489,0.215019011
AB1,MY1,6,0.283291571,0.369607901
AB4,MY1,10,0.375776076,0.428783721
CB4854,MY1,16,0.428494745,0.523372634
CB4856,MY1,1,0.007658933,0.010708011
CB4932,MY1,3,0.161974145,0.21205614
CX11264,MY1,5,0.158667885,0.200978481
CX11307,MY1,7,0.264707684,0.296882181
CX11314,MY1,7,0.380950216,0.364765546
DL200,MY1,11,0.256801578,0.317517775
DL226,MY1,5,0.24732462,0.359860248
DL238,MY1,0,0,0
ED3011,MY1,6,0.347033101,0.410986062
ED3040,MY1,14,0.449731435,0.547481412
ED3046,MY1,11,0.371829577,0.418651432
ED3049,MY1,12,0.389596344,0.426365834
ED3077,MY1,14,0.539578087,0.581111767
EG4724,MY1,10,0.276437242,0.337716076
EG4725,MY1,7,0.307237585,0.382158137
JU1088,MY1,14,0.592163669,0.634111831
JU1172,MY1,8,0.455280929,0.457724599
JU1200,MY1,9,0.398512686,0.434369126
JU1246,MY1,6,0.199795142,0.213830779
JU1395,MY1,9,0.370636256,0.427253074
JU1400,MY1,10,0.280918516,0.381170936
JU1440,MY1,10,0.38672603,0.413546181
JU1530,MY1,15,0.432677153,0.468460541
JU1580,MY1,3,0.085068571,0.05960844
JU1586,MY1,7,0.293872669,0.358209158
JU1652,MY1,6,0.226800402,0.26156127
JU1896,MY1,2,0.186308373,0.246426278
JU393,MY1,5,0.22836874,0.261533719
JU406,MY1,4,0.243041431,0.254223126
JU440,MY1,7,0.336978853,0.402678731
JU642,MY1,10,0.403040783,0.467351299
JU751,MY1,11,0.377315626,0.43818123
JU774,MY1,9,0.430650802,0.427688021
JU778,MY1,7,0.299938765,0.339243647
JU782,MY1,6,0.247662414,0.254182293
KR314,MY1,10,0.391307868,0.4630238
LKC34,MY1,12,0.378940949,0.406675509
MY16,MY1,3,0.139654257,0.110424643
CB4852,PB303,9,0.556566839,0.599569381
CX11292,PB303,8,0.600892973,0.649801414
CX11262,PB303,8,0.281254016,0.347948436
CX11315,PB303,11,0.423960591,0.535827293
CX11271,PB303,15,0.540493021,0.545381804
CX11276,PB303,9,0.607857173,0.625638661
CX11285,PB303,14,0.33155498,0.383738216
ED3005,PB303,7,0.364763152,0.451812527
ED3012,PB303,12,0.589070471,0.624263567
ED3017,PB303,7,0.451947062,0.494865156
ED3048,PB303,8,0.550161991,0.589199921
ED3052,PB303,6,0.434455501,0.436946582
ED3073,PB303,10,0.487014879,0.56467448
EG4347,PB303,10,0.544659722,0.575065571
EG4349,PB303,10,0.247029411,0.291710103
EG4946,PB303,10,0.54291788,0.581591671
JT11398,PB303,9,0.424335051,0.529373123
JU310,PB303,9,0.385326197,0.438726384
MY23,PB303,4,0.044643223,0.042154843
JU1212,PB303,8,0.227880437,0.215989655
JU1213,PB303,7,0.285937042,0.266939622
JU1242,PB303,7,0.340188045,0.37558683
JU1409,PB303,8,0.394245323,0.451798566
JU1491,PB303,7,0.335129905,0.371427358
JU1581,PB303,4,0.185440001,0.202566579
JU1568,PB303,8,0.37794543,0.446412895
JU311,PB303,9,0.380635618,0.400238575
JU323,PB303,5,0.362300391,0.410371454
JU346,PB303,6,0.251901307,0.255022827
JU360,PB303,8,0.367770628,0.430463502
JU367,PB303,9,0.406992271,0.479663955
JU363,PB303,9,0.342353082,0.42377316
JU394,PB303,7,0.371006664,0.364152386
JU792,PB303,5,0.220081948,0.262456439
JU397,PB303,6,0.252605584,0.28283499
JU561,PB303,8,0.450228428,0.4881263
JU775,PB303,5,0.083235774,0.113049703
JU830,PB303,9,0.303266326,0.39492023
JU847,PB303,7,0.360365068,0.33479939
LSJ1,PB303,9,0.553368126,0.576873464
MY10,PB303,8,0.337145195,0.382039582
MY18,PB303,6,0.282378571,0.342929976
PX174,PB303,9,0.811957624,0.802732842
PX179,PB303,9,0.436159663,0.525875893
QX1211,PB303,0,0,0
QX1233,PB303,9,0.356205187,0.541601316
JU258,PB303,4,0.08861372,0.087236648
AB1,PB303,5,0.407629354,0.506389035
AB4,PB303,14,0.512782262,0.602088917
CB4854,PB303,8,0.437042573,0.522746213
CB4856,PB303,0,0,0
CB4932,PB303,10,0.35584109,0.363950506
CX11264,PB303,6,0.278651259,0.348914716
CX11307,PB303,9,0.398434362,0.379357192
CX11314,PB303,9,0.446012888,0.481238102
DL200,PB303,9,0.34719381,0.401951859
DL226,PB303,9,0.377655091,0.531177081
DL238,PB303,0,0,0
ED3011,PB303,6,0.407937419,0.493851371
ED3040,PB303,10,0.303202667,0.410758607
ED3046,PB303,10,0.411521646,0.474883454
ED3049,PB303,10,0.411521646,0.474883454
ED3077,PB303,7,0.505918712,0.540733679
EG4724,PB303,10,0.301836524,0.364646132
EG4725,PB303,7,0.279820681,0.343268296
JU1088,PB303,8,0.490291901,0.531204164
JU1172,PB303,9,0.529042972,0.603703069
JU1200,PB303,11,0.523858934,0.586353638
JU1246,PB303,6,0.145875182,0.210007441
JU1395,PB303,7,0.489555867,0.573859773
JU1400,PB303,5,0.252266308,0.328323331
JU1440,PB303,6,0.441869943,0.510066516
JU1530,PB303,10,0.386625864,0.444206864
JU1580,PB303,3,0.162811161,0.130608664
JU1586,PB303,9,0.44916767,0.520359552
JU1652,PB303,4,0.317883183,0.391465451
JU1896,PB303,4,0.262734832,0.330651063
JU393,PB303,6,0.339650784,0.348380058
JU406,PB303,7,0.387096427,0.380387173
JU440,PB303,8,0.35246484,0.415146892
JU642,PB303,9,0.346090864,0.413478965
JU751,PB303,9,0.266356348,0.367686116
JU774,PB303,12,0.451043338,0.501281178
JU778,PB303,6,0.363096546,0.395838067
JU782,PB303,5,0.212592157,0.263389735
KR314,PB303,8,0.448708497,0.605467852
LKC34,PB303,8,0.353609544,0.377911287
MY16,PB303,6,0.185877314,0.173536106
MY1,PB303,6,0.376401671,0.414691972
CB4852,PB306,7,0.32440603,0.327416638
CX11292,PB306,9,0.468086379,0.497121267
CX11262,PB306,10,0.44587172,0.508814971
CX11315,PB306,8,0.328936212,0.429298787
CX11271,PB306,9,0.300822812,0.321685466
CX11276,PB306,8,0.333020202,0.368097006
CX11285,PB306,8,0.236807093,0.272339364
ED3005,PB306,10,0.263342195,0.267275796
ED3012,PB306,7,0.297201694,0.304017576
ED3017,PB306,5,0.275827645,0.308405531
ED3048,PB306,8,0.348646068,0.349995488
ED3052,PB306,6,0.175894908,0.184021915
ED3073,PB306,7,0.24344749,0.276627248
EG4347,PB306,8,0.346301955,0.336790699
EG4349,PB306,6,0.114525293,0.149866119
EG4946,PB306,9,0.45989364,0.461587702
JT11398,PB306,8,0.162211579,0.243297806
JU310,PB306,7,0.283963599,0.316617483
MY23,PB306,3,0.059624702,0.085438172
JU1212,PB306,2,0.047831281,0.037917579
JU1213,PB306,4,0.107255408,0.123549982
JU1242,PB306,7,0.22608887,0.255390997
JU1409,PB306,9,0.226814055,0.241623279
JU1491,PB306,4,0.104597971,0.136004032
JU1581,PB306,5,0.081960304,0.087744973
JU1568,PB306,6,0.177619211,0.233822266
JU311,PB306,6,0.153703808,0.16563668
JU323,PB306,10,0.2661258,0.283726014
JU346,PB306,7,0.146796459,0.119877585
JU360,PB306,6,0.236261554,0.255533649
JU367,PB306,7,0.257382447,0.294901397
JU363,PB306,7,0.210844008,0.248843306
JU394,PB306,5,0.116753538,0.137794459
JU792,PB306,5,0.113495209,0.145710522
JU397,PB306,5,0.113495209,0.145710522
JU561,PB306,8,0.235347239,0.227492913
JU775,PB306,2,0.034199089,0.063561898
JU830,PB306,7,0.16245416,0.200938047
JU847,PB306,7,0.245732078,0.214725538
LSJ1,PB306,6,0.31884493,0.323867729
MY10,PB306,4,0.151775556,0.167851728
MY18,PB306,8,0.177188353,0.201801989
PX174,PB306,8,0.281013917,0.25473972
PX179,PB306,7,0.223502983,0.274241147
QX1211,PB306,0,0,0
QX1233,PB306,15,0.353060856,0.39861231
JU258,PB306,4,0.04668953,0.051623793
AB1,PB306,5,0.175267552,0.240754503
AB4,PB306,14,0.38325433,0.444439471
CB4854,PB306,9,0.260250785,0.294092998
CB4856,PB306,0,0,0
CB4932,PB306,6,0.090227373,0.129822294
CX11264,PB306,9,0.335362217,0.423357176
CX11307,PB306,8,0.265036421,0.315681841
CX11314,PB306,12,0.469738689,0.492164381
DL200,PB306,8,0.176436862,0.247019436
DL226,PB306,8,0.244313453,0.340320704
DL238,PB306,0,0,0
ED3011,PB306,11,0.322085732,0.330862899
ED3040,PB306,6,0.118110535,0.171219938
ED3046,PB306,7,0.178043873,0.214016671
ED3049,PB306,7,0.178043873,0.214016671
ED3077,PB306,6,0.317397742,0.320065073
EG4724,PB306,6,0.168281654,0.22934121
EG4725,PB306,5,0.138730782,0.17082134
JU1088,PB306,7,0.304707239,0.276471524
JU1172,PB306,8,0.500621432,0.512377561
JU1200,PB306,7,0.296637122,0.303067893
JU1246,PB306,4,0.065576866,0.100878001
JU1395,PB306,7,0.277877035,0.31957647
JU1400,PB306,4,0.151639315,0.196449082
JU1440,PB306,6,0.238829477,0.264792659
JU1530,PB306,8,0.262267585,0.30949485
JU1580,PB306,3,0.090347861,0.079488712
JU1586,PB306,7,0.210519433,0.262101791
JU1652,PB306,5,0.096594558,0.125608467
JU1896,PB306,4,0.048933627,0.061776005
JU393,PB306,4,0.130357853,0.144116862
JU406,PB306,5,0.128305368,0.136937338
JU440,PB306,6,0.213892743,0.237114591
JU642,PB306,8,0.141692797,0.195246829
JU751,PB306,8,0.159909994,0.187517198
JU774,PB306,7,0.273967057,0.264773446
JU778,PB306,5,0.108167638,0.142677667
JU782,PB306,3,0.077674339,0.114823893
KR314,PB306,8,0.233642237,0.293333551
LKC34,PB306,9,0.212733349,0.203410229
MY16,PB306,3,0.117695697,0.088954636
MY1,PB306,6,0.244077924,0.238212768
PB303,PB306,8,0.338033914,0.377771131
CB4852,PS2025,8,0.222147357,0.261621467
CX11292,PS2025,7,0.241758184,0.307343594
CX11262,PS2025,9,0.479392087,0.564145444
CX11315,PS2025,11,0.229755115,0.315094276
CX11271,PS2025,7,0.175780008,0.204803487
CX11276,PS2025,9,0.258822515,0.331594624
CX11285,PS2025,10,0.280841393,0.364357152
ED3005,PS2025,6,0.156624193,0.190875381
ED3012,PS2025,5,0.181808867,0.187523649
ED3017,PS2025,7,0.164871828,0.22589428
ED3048,PS2025,9,0.237776724,0.275685993
ED3052,PS2025,6,0.117661619,0.134652915
ED3073,PS2025,7,0.202259975,0.24850202
EG4347,PS2025,8,0.215897324,0.268059639
EG4349,PS2025,8,0.119181966,0.185699279
EG4946,PS2025,9,0.252321091,0.283068426
JT11398,PS2025,6,0.1255573,0.218049678
JU310,PS2025,5,0.160606933,0.191840163
MY23,PS2025,4,0.063337842,0.086584942
JU1212,PS2025,1,0.024809031,0.017013288
JU1213,PS2025,4,0.06388745,0.057625081
JU1242,PS2025,6,0.175168601,0.202618816
JU1409,PS2025,7,0.131136555,0.165504903
JU1491,PS2025,6,0.104412465,0.100842461
JU1581,PS2025,1,0.021014403,0.019491491
JU1568,PS2025,6,0.122933785,0.179220972
JU311,PS2025,3,0.049413494,0.034007731
JU323,PS2025,8,0.141956821,0.174078494
JU346,PS2025,7,0.085973767,0.072071648
JU360,PS2025,7,0.177447805,0.207796926
JU367,PS2025,5,0.09633386,0.129336418
JU363,PS2025,8,0.152030258,0.201106583
JU394,PS2025,5,0.098374046,0.104875009
JU792,PS2025,5,0.092233265,0.097087688
JU397,PS2025,4,0.073565015,0.087861721
JU561,PS2025,9,0.17837717,0.188427626
JU775,PS2025,3,0.052947169,0.05409205
JU830,PS2025,6,0.122721383,0.151395199
JU847,PS2025,5,0.099276416,0.095013913
LSJ1,PS2025,6,0.204334272,0.229786223
MY10,PS2025,8,0.122957363,0.135405452
MY18,PS2025,5,0.115482756,0.159097628
PX174,PS2025,9,0.211821662,0.225326967
PX179,PS2025,9,0.144809645,0.211884128
QX1211,PS2025,0,0,0
QX1233,PS2025,8,0.310112656,0.323864534
JU258,PS2025,3,0.037189646,0.03399425
AB1,PS2025,9,0.174685576,0.224483377
AB4,PS2025,6,0.18055258,0.251223506
CB4854,PS2025,11,0.205770387,0.242769968
CB4856,PS2025,1,0.014369646,0.009083893
CB4932,PS2025,4,0.073565015,0.087861721
CX11264,PS2025,8,0.357816845,0.433222696
CX11307,PS2025,4,0.19438486,0.200515483
CX11314,PS2025,8,0.437489445,0.516705459
DL200,PS2025,6,0.103535078,0.164810835
DL226,PS2025,12,0.226403391,0.314653257
DL238,PS2025,0,0,0
ED3011,PS2025,9,0.174090625,0.249277434
ED3040,PS2025,7,0.120926719,0.161146127
ED3046,PS2025,6,0.120585788,0.153883708
ED3049,PS2025,7,0.131730643,0.159246481
ED3077,PS2025,7,0.197529296,0.247329975
EG4724,PS2025,7,0.113339809,0.153866222
EG4725,PS2025,5,0.103800668,0.154871348
JU1088,PS2025,6,0.189832982,0.223526843
JU1172,PS2025,7,0.222394871,0.308711666
JU1200,PS2025,8,0.226256047,0.265286824
JU1246,PS2025,1,0.01807857,0.026579352
JU1395,PS2025,8,0.171019583,0.245960594
JU1400,PS2025,5,0.126431255,0.155813392
JU1440,PS2025,8,0.144969567,0.175010301
JU1530,PS2025,6,0.178801214,0.227920271
JU1580,PS2025,3,0.043312036,0.046141106
JU1586,PS2025,6,0.125778644,0.16575235
JU1652,PS2025,8,0.122382576,0.121287809
JU1896,PS2025,4,0.073285336,0.081386401
JU393,PS2025,6,0.112738087,0.111132751
JU406,PS2025,5,0.098848014,0.078020868
JU440,PS2025,4,0.104315734,0.148887077
JU642,PS2025,6,0.127450114,0.160597508
JU751,PS2025,7,0.095930669,0.145307051
JU774,PS2025,10,0.2068291,0.234683742
JU778,PS2025,8,0.152414507,0.152664858
JU782,PS2025,6,0.094816852,0.112914281
KR314,PS2025,8,0.217589038,0.276759894
LKC34,PS2025,8,0.119051902,0.099457212
MY16,PS2025,4,0.064169184,0.051624751
MY1,PS2025,7,0.198244147,0.215651644
PB303,PS2025,9,0.250210843,0.326095081
PB306,PS2025,8,0.245323041,0.304655042
